title,date,subtitle,url
Work Programme Statistics,2012-06-28,"Sir Andrew Dilnot, UK Statistics Authority to Stephen Timms MP",https://www.statisticsauthority.gov.uk/correspondence/work-programme-statistics-3/
Official Statistics and the Voluntary Sector: Reply from the Royal Statistical Society,2012-06-22,"Valerie Isham, Royal Statistical Society to Richard Alldritt, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/official-statistics-and-the-voluntary-sector-reply-from-the-royal-statistical-society/
Statistics on housing and homelessness,2012-06-11,"Jack Dromey MP,  to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-housing-and-homelessness-2/
Work Programme Statistics,2012-05-30,"Stephen Timms MP,  to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/work-programme-statistics-4/
Official Statistics and the Voluntary Sector,2012-05-24,"Nick Hurd MP, Cabinet Office to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/official-statistics-and-the-voluntary-sector-2/
Further correspondence by the Head of Assessment,2012-05-22,"Richard Alldritt, UK Statistics Authority to Valerie Isham, Royal Statistical Society",https://www.statisticsauthority.gov.uk/correspondence/further-correspondence-by-the-head-of-assessment/
Costs of child support cases,2012-05-14,"Sir Andrew Dilnot, UK Statistics Authority to Fiona Weir, Gingerbread",https://www.statisticsauthority.gov.uk/correspondence/costs-of-child-support-cases-2/
Official Statistics and the Voluntary Sector,2012-05-03,"Sir Andrew Dilnot, UK Statistics Authority to Nick Hurd MP, Cabinet Office",https://www.statisticsauthority.gov.uk/correspondence/official-statistics-and-the-voluntary-sector/
Section 12 – Statistics and Registration Service Act 2007 – Statistics on Employment and Support Allowance,2012-04-30,"Iain Duncan Smith MP, Department for Work and Pensions to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/section-12-statistics-and-registration-service-act-2007-statistics-on-employment-and-support-allowance/
Authority’s forward agenda,2012-04-24,"Sir Andrew Dilnot, UK Statistics Authority to Valerie Isham, Royal Statistical Society",https://www.statisticsauthority.gov.uk/correspondence/authoritys-forward-agenda-4/
Handling of ad-hoc requests for statistics,2012-04-18,"Sir Andrew Dilnot, UK Statistics Authority to Will Moy, Full Fact",https://www.statisticsauthority.gov.uk/correspondence/handling-of-ad-hoc-requests-for-statistics-2/
Costs of child support cases,2012-04-16,"Fiona Weir, Gingerbread to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/costs-of-child-support-cases/
Authority’s forward agenda,2012-04-03,"Valerie Isham, Royal Statistical Society to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/authoritys-forward-agenda-3/
Handling of ad-hoc requests for statistics,2012-04-02,"Will Moy, Full Fact to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/handling-of-ad-hoc-requests-for-statistics/
The Government Statistical Service,2012-03-30,"Sir Michael Scholar, UK Statistics Authority to Sir Jeremy Heywood, Sir Bob Kerslake",https://www.statisticsauthority.gov.uk/correspondence/the-government-statistical-service/
Land Registry House Price Index,2012-03-30,"Malcolm Dawson OBE, HM Land Registry to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/land-registry-house-price-index-2/
Correspondence Relating to National Statistician’s Review of IPCC statistics,2012-03-30,"Jane Furniss, Independent Police Complaints Commission to Jil Matheson, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/correspondence-relating-to-national-statisticians-review-of-ipcc-statistics/
Correspondence Relating to National Statistician’s Review of IPCC statistics,2012-03-29,"Jil Matheson, UK Statistics Authority to Jane Furniss, Independent Police Complaints Commission",https://www.statisticsauthority.gov.uk/correspondence/correspondence-relating-to-national-statisticians-review-of-ipcc-statistics-4/
Section 16 – Statistics and Registration Service Act 2007 – Statistics Produced by the Homes and Communities Agency and the Tenant Services Authority,2012-03-28,"Grant Shapps MP, Ministry of Housing, Communities and Local Government to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/section-16-statistics-and-registration-service-act-2007-statistics-produced-by-the-homes-and-communities-agency-and-the-tenant-services-authority-2/
Amendment of Official Statistics (Scotland) Order 2008,2012-03-27,"Sir Michael Scholar, UK Statistics Authority to Roger Halliday, Scottish Government",https://www.statisticsauthority.gov.uk/correspondence/amendment-of-official-statistics-scotland-order-2008-2/
Statistics on mandatory work activity,2012-03-22,"Sir Michael Scholar, UK Statistics Authority to Stephen Timms MP",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-mandatory-work-activity-2/
Amendment of Official Statistics (Scotland) Order 2008,2012-03-16,"Office of Chief Statistician, Scottish Government to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/amendment-of-official-statistics-scotland-order-2008/
Statistics from administrative data,2012-03-16,"Sir Michael Scholar, UK Statistics Authority to Francis Maude, Cabinet Office",https://www.statisticsauthority.gov.uk/correspondence/statistics-from-administrative-data/
Management information on Tier 4 colleges,2012-03-12,"Sir Michael Scholar, UK Statistics Authority to Keith Vaz MP, Home Affairs Committee",https://www.statisticsauthority.gov.uk/correspondence/management-information-on-tier-4-colleges-2/
Statistics on mandatory work activity,2012-02-22,"Stephen Timms MP,  to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-mandatory-work-activity/
Management information on Tier 4 colleges,2012-02-22,"Keith Vaz MP, Home Affairs Committee to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/management-information-on-tier-4-colleges/
Correspondence Relating to National Statistician’s Review of IPCC statistics,2012-02-09,"Jil Matheson, UK Statistics Authority to Jane Furniss, Independent Police Complaints Commission",https://www.statisticsauthority.gov.uk/correspondence/correspondence-relating-to-national-statisticians-review-of-ipcc-statistics-3/
"Supplementary letter from Stephen Penneck, Director General, Office for National Statistics",2012-02-06,"Stephen Penneck, Office for National Statistics to Kate Barker CBE",https://www.statisticsauthority.gov.uk/correspondence/supplementary-letter-from-stephen-penneck-director-general-office-for-national-statistics/
Consumer Prices Index,2012-02-06,"Sir Michael Scholar, UK Statistics Authority to Kate Barker CBE",https://www.statisticsauthority.gov.uk/correspondence/consumer-prices-index-2/
Correspondence Relating to National Statistician’s Review of IPCC statistics,2012-02-02,"Jane Furniss, Independent Police Complaints Commission to Jil Matheson, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/correspondence-relating-to-national-statisticians-review-of-ipcc-statistics-2/
Statistics on nationality of benefit claimants,2012-01-25,"Sir Michael Scholar, UK Statistics Authority to Chris Bryant MP",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-nationality-of-benefit-claimants-3/
Statistics on nationality of benefit claimants,2012-01-25,"Iain Duncan Smith MP, Department for Work and Pensions to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-nationality-of-benefit-claimants-2/
Statistics on nationality of benefit claimants,2012-01-25,"Sir Michael Scholar, UK Statistics Authority to Iain Duncan Smith MP, Department for Work and Pensions",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-nationality-of-benefit-claimants/
Comparison of crime statistics,2012-01-24,"Stella Creasy MP,  to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/comparison-of-crime-statistics/
Land Registry House Price Index,2012-01-23,"Sir Michael Scholar, UK Statistics Authority to Malcolm Dawson OBE, HM Land Registry",https://www.statisticsauthority.gov.uk/correspondence/land-registry-house-price-index/
Settled migrants claiming working age benefits,2012-01-20,"Chris Bryant MP,  to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/settled-migrants-claiming-working-age-benefits/
Adult Social Care Statistics for England,2012-01-18,"Paul Burstow MP, Department of Health and Social Care to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/adult-social-care-statistics-for-england-2/
Statistics on House Building,2012-01-17,"Sir Michael Scholar, UK Statistics Authority to Nick Raynsford MP",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-house-building-2/
Consumer Prices Index,2012-01-06,"Kate Barker CBE,  to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/consumer-prices-index/
Statistics on Drug Seizures,2012-01-06,"Sir Michael Scholar, UK Statistics Authority to Diana Johnson MP",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-drug-seizures-2/
Breach of pre-release access to Consumer Prices Index release for November 2011,2011-12-22,"Dr. Vincent Cable MP, Department for Business to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/breach-of-pre-release-access-to-consumer-prices-index-release-for-november-2011/
"Widening Participation in Higher Education, Statistics for England",2011-12-22,"Sir Michael Scholar, UK Statistics Authority to Dr. Vincent Cable MP, Department for Business",https://www.statisticsauthority.gov.uk/correspondence/widening-participation-in-higher-education-statistics-for-england/
Adult Social Care Statistics for England,2011-12-22,"Sir Michael Scholar, UK Statistics Authority to Department of Health and Social Care",https://www.statisticsauthority.gov.uk/correspondence/adult-social-care-statistics-for-england/
Breach of pre-release access to Consumer Prices Index release for November 2011,2011-12-19,"Sir Michael Scholar, UK Statistics Authority to Dr. Vincent Cable MP, Department for Business",https://www.statisticsauthority.gov.uk/correspondence/breach-of-pre-release-access-to-consumer-prices-index-release-for-november-2011-2/
Section 16 – Statistics and Registration Service Act 2007 – Projections of Income Tax Distributions in Income Tax Liabilities Statistics,2011-12-14,"David Gauke MP,  to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/section-16-statistics-and-registration-service-act-2007-projections-of-income-tax-distributions-in-income-tax-liabilities-statistics-2/
Statistics on Drug Seizures,2011-12-13,"Diana Johnson MP,  to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-drug-seizures/
Statistics on the Work Programme,2011-12-07,"Sir Michael Scholar, UK Statistics Authority to Stephen Timms MP",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-the-work-programme-2/
Statistics on House Building,2011-12-06,"Nick Raynsford MP,  to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-house-building/
Section 16 – Statistics and Registration Service Act 2007 – Statistics Produced by the Homes and Communities Agency and the Tenant Services Authority,2011-12-06,"Sir Michael Scholar, UK Statistics Authority to Grant Shapps MP, Ministry of Housing, Communities and Local Government",https://www.statisticsauthority.gov.uk/correspondence/section-16-statistics-and-registration-service-act-2007-statistics-produced-by-the-homes-and-communities-agency-and-the-tenant-services-authority/
Affordable housing statistics,2011-11-24,"Jack Dromey MP,  to Grant Shapps MP, Ministry of Housing, Communities and Local Government",https://www.statisticsauthority.gov.uk/correspondence/affordable-housing-statistics/
Section 16 – Statistics and Registration Service Act 2007 – Statistics on Substance Misuse Among Young People and the National Alcohol Treatment Monitoring System,2011-11-22,"Department of Health and Social Care to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/section-16-statistics-and-registration-service-act-2007-statistics-on-substance-misuse-among-young-people-and-the-national-alcohol-treatment-monitoring-system-2/
Drug seizures,2011-11-16,"Damian Green MP, Home Office to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/drug-seizures-2/
Drug seizures,2011-11-15,"Sir Michael Scholar, UK Statistics Authority to Damian Green MP, Home Office",https://www.statisticsauthority.gov.uk/correspondence/drug-seizures/
Statistics on the Work Programme,2011-11-10,"Stephen Timms MP,  to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-the-work-programme/
Section 16 – Statistics and Registration Service Act 2007 – Statistics on Substance Misuse Among Young People and the National Alcohol Treatment Monitoring System,2011-11-03,"Sir Michael Scholar, UK Statistics Authority to Department of Health and Social Care",https://www.statisticsauthority.gov.uk/correspondence/section-16-statistics-and-registration-service-act-2007-statistics-on-substance-misuse-among-young-people-and-the-national-alcohol-treatment-monitoring-system/
Section 16 – Statistics and Registration Service Act 2007 – Projections of Income Tax Distributions in Income Tax Liabilities Statistics,2011-11-03,"Sir Michael Scholar, UK Statistics Authority to David Gauke MP, HM Treasury",https://www.statisticsauthority.gov.uk/correspondence/section-16-statistics-and-registration-service-act-2007-projections-of-income-tax-distributions-in-income-tax-liabilities-statistics/
"Change in Government: the agenda for leadership, and Open Data",2011-11-03,"Sir Michael Scholar, UK Statistics Authority to Bernard Jenkin MP, Public Administration Select Committee",https://www.statisticsauthority.gov.uk/correspondence/change-in-government-the-agenda-for-leadership-and-open-data/
Statistics on juvenile re-offending,2011-10-21,"Sir Michael Scholar, UK Statistics Authority to Keith Vaz MP, Home Affairs Committee",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-juvenile-re-offending/
Section 16 – Statistics and Registration Service Act 2007 – Statistics on Employment and Support Allowance,2011-10-18,"Iain Duncan Smith MP, Department for Work and Pensions to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/section-16-statistics-and-registration-service-act-2007-statistics-on-employment-and-support-allowance-2/
Comments on Migration Statistics,2011-10-17,"Damian Green MP, Home Office to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/comments-on-migration-statistics-2/
Comments on Migration Statistics,2011-10-11,"Sir Michael Scholar, UK Statistics Authority to Damian Green MP, Home Office",https://www.statisticsauthority.gov.uk/correspondence/comments-on-migration-statistics/
Making Open Data Real: Government consultation,2011-10-11,"Sir Michael Scholar, UK Statistics Authority to Francis Maude, Cabinet Office",https://www.statisticsauthority.gov.uk/correspondence/making-open-data-real-government-consultation/
Scottish Population Surveys,2011-10-10,"John Swinney MSP,  to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/scottish-population-surveys-2/
Withdrawal of funding for health statistics,2011-09-22,"Sir Michael Scholar, UK Statistics Authority to Department of Health and Social Care",https://www.statisticsauthority.gov.uk/correspondence/withdrawal-of-funding-for-health-statistics-3/
Scottish Population Surveys,2011-09-22,"Sir Michael Scholar, UK Statistics Authority to John Swinney MSP",https://www.statisticsauthority.gov.uk/correspondence/scottish-population-surveys/
Pre-release access to official statistics,2011-09-13,"Sir Michael Scholar, UK Statistics Authority to George Osborne, HM Treasury",https://www.statisticsauthority.gov.uk/correspondence/pre-release-access-to-official-statistics-3/
Formula Effect and the Validity of the CPI,2011-08-20,"Dr D G Jones,  to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/formula-effect-and-the-validity-of-the-cpi/
Gross Domestic Product and Construction Statistics,2011-08-17,"Stephen Penneck, Office for National Statistics to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/gross-domestic-product-and-construction-statistics-2/
Gross Domestic Product and Construction Statistics,2011-08-16,"Sir Michael Scholar, UK Statistics Authority to Stephen Penneck, Office for National Statistics",https://www.statisticsauthority.gov.uk/correspondence/gross-domestic-product-and-construction-statistics/
Section 16 – Statistics and Registration Service Act 2007 – Statistics on Employment and Support Allowance,2011-08-15,"Sir Michael Scholar, UK Statistics Authority to Iain Duncan Smith MP, Department for Work and Pensions",https://www.statisticsauthority.gov.uk/correspondence/section-16-statistics-and-registration-service-act-2007-statistics-on-employment-and-support-allowance/
Timetable for publication of departmental official statistics,2011-08-15,"Sir Michael Scholar, UK Statistics Authority to Steve Webb MP, Department for Work and Pensions",https://www.statisticsauthority.gov.uk/correspondence/timetable-for-publication-of-departmental-official-statistics/
Statistics on Employment and Support Allowance,2011-08-11,"Sir Michael Scholar, UK Statistics Authority to Dame Anne Begg MP, Work and Pensions Committee",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-employment-and-support-allowance/
Formula Effect and the Validity of the Consumer Prices Index,2011-08-08,"Sir Michael Scholar, UK Statistics Authority to Dr D G Jones",https://www.statisticsauthority.gov.uk/correspondence/formula-effect-and-the-validity-of-the-consumer-prices-index/
Withdrawal of funding for health statistics,2011-08-01,"Department of Health and Social Care to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/withdrawal-of-funding-for-health-statistics-2/
Breach of pre-release access: Consumer Price Indices,2011-07-30,"George Osborne, HM Treasury to Bernard Jenkin MP, Public Administration Select Committee",https://www.statisticsauthority.gov.uk/correspondence/breach-of-pre-release-access-consumer-price-indices-3/
Statistics on the NHS Workforce in Scotland,2011-07-27,"Sir Michael Scholar, UK Statistics Authority to Jackie Baillie MSP",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-the-nhs-workforce-in-scotland-2/
NHS Waiting Times Statistics,2011-07-27,"Richard Alldritt, UK Statistics Authority to John Glenister",https://www.statisticsauthority.gov.uk/correspondence/nhs-waiting-times-statistics-2/
UK-wide index of multiple deprivation,2011-07-22,"Professor Sir Roger Jowell, UK Statistics Authority to Professor Paul Boyle, Economic and Social Research Council",https://www.statisticsauthority.gov.uk/correspondence/uk-wide-index-of-multiple-deprivation/
Consultation on changes to departmental statistical plans,2011-07-13,"Sir Michael Scholar, UK Statistics Authority to Jenny Church",https://www.statisticsauthority.gov.uk/correspondence/consultation-on-changes-to-departmental-statistical-plans-2/
Immigration Statistics,2011-07-11,"Sir Michael Scholar, UK Statistics Authority to Keith Vaz MP, Home Affairs Committee",https://www.statisticsauthority.gov.uk/correspondence/immigration-statistics/
Statistics on the NHS Workforce in Scotland,2011-07-08,"Jackie Baillie MSP,  to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-the-nhs-workforce-in-scotland/
Withdrawal of funding for health statistics,2011-07-07,"Sir Michael Scholar, UK Statistics Authority to Department of Health and Social Care",https://www.statisticsauthority.gov.uk/correspondence/withdrawal-of-funding-for-health-statistics/
Formula Effect and Validity of the Consumer Prices Index,2011-07-05,"Dr D G Jones,  to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/formula-effect-and-validity-of-the-consumer-prices-index/
NHS Waiting Times Statistics,2011-06-24,"John Glenister,  to UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/nhs-waiting-times-statistics/
Breach of pre-release access: Consumer Price Indices,2011-06-23,"Bernard Jenkin MP, Public Administration Select Committee to George Osborne, HM Treasury",https://www.statisticsauthority.gov.uk/correspondence/breach-of-pre-release-access-consumer-price-indices-2/
Scottish Schools Statistics,2011-06-14,"Sir Michael Scholar, UK Statistics Authority to John Swinney MSP",https://www.statisticsauthority.gov.uk/correspondence/scottish-schools-statistics/
Child Poverty and Expenditure on Tax Credits,2011-06-09,"Sir Michael Scholar, UK Statistics Authority to Bernard Jenkin MP, Public Administration Select Committee",https://www.statisticsauthority.gov.uk/correspondence/child-poverty-and-expenditure-on-tax-credits/
The Place Survey,2011-06-08,"Grant Shapps MP, Ministry of Housing, Communities and Local Government to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/the-place-survey-2/
Breach of pre-release access: Consumer Price Indices,2011-05-26,"Sir Michael Scholar, UK Statistics Authority to George Osborne, HM Treasury",https://www.statisticsauthority.gov.uk/correspondence/breach-of-pre-release-access-consumer-price-indices/
The Place Survey,2011-05-25,"Sir Michael Scholar, UK Statistics Authority to Eric Pickles MP, Ministry of Housing, Communities and Local Government",https://www.statisticsauthority.gov.uk/correspondence/the-place-survey/
Consultation on changes to departmental statistical plans,2011-05-24,"Jenny Church,  to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/consultation-on-changes-to-departmental-statistical-plans/
Experimental Statistics on NHS Workforce,2011-05-17,"Sir Michael Scholar, UK Statistics Authority to Tom Watson MP",https://www.statisticsauthority.gov.uk/correspondence/experimental-statistics-on-nhs-workforce-2/
Citizenship Survey,2011-04-27,"Ministry of Housing, Communities and Local Government to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/citizenship-survey-2/
Consumer and Retail Price Indices,2011-04-19,"Sir Michael Scholar, UK Statistics Authority to Jill Leyland, Royal Statistical Society",https://www.statisticsauthority.gov.uk/correspondence/consumer-and-retail-price-indices-2/
Experimental Statistics on NHS Workforce,2011-04-12,"Tom Watson MP,  to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/experimental-statistics-on-nhs-workforce/
Official Statistics: Transport for London,2011-04-08,"Boris Johnson,  to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/official-statistics-transport-for-london-4/
Citizenship Survey,2011-04-08,"Sir Michael Scholar, UK Statistics Authority to Eric Pickles MP, Ministry of Housing, Communities and Local Government",https://www.statisticsauthority.gov.uk/correspondence/citizenship-survey/
Citizenship Survey,2011-04-08,"Sir Michael Scholar, UK Statistics Authority to Eric Pickles MP, Ministry of Housing, Communities and Local Government",https://www.statisticsauthority.gov.uk/correspondence/rt-hon-eric-pickles-mp/
Official Statistics: Transport for London,2011-03-31,"Theresa May MP, Home Office to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/official-statistics-transport-for-london-3/
Withdrawl of funding for health statistics,2011-03-23,"Sir Michael Scholar, UK Statistics Authority to Department of Health and Social Care",https://www.statisticsauthority.gov.uk/correspondence/withdrawl-of-funding-for-health-statistics/
Official Statistics: Transport for London,2011-03-23,"Sir Michael Scholar, UK Statistics Authority to Francis Maude, Cabinet Office",https://www.statisticsauthority.gov.uk/correspondence/official-statistics-transport-for-london-2/
Statistics on Crime across the London Transport Network,2011-03-16,"Sir Michael Scholar, UK Statistics Authority to Boris Johnson",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-crime-across-the-london-transport-network/
Official Statistics: Transport for London,2011-03-16,"Sir Michael Scholar, UK Statistics Authority to Theresa May MP, Home Office",https://www.statisticsauthority.gov.uk/correspondence/official-statistics-transport-for-london/
Consumer and Retail Price Indices,2011-02-22,"Jill Leyland, Royal Statistical Society to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/consumer-and-retail-price-indices/
School Sports Statistics,2011-01-19,"Sir Michael Scholar, UK Statistics Authority to",https://www.statisticsauthority.gov.uk/correspondence/school-sports-statistics-4/
School Sports Statistics,2011-01-19,"Sir Michael Scholar, UK Statistics Authority to",https://www.statisticsauthority.gov.uk/correspondence/school-sports-statistics-3/
Local government funding statistics,2010-12-23,"Sir Robin Wales,  to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/local-government-funding-statistics/
School Sports Statistics,2010-12-15," to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/school-sports-statistics-2/
School Sports Statistics,2010-12-13," to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/school-sports-statistics/
Retail Prices Index and Consumer Prices Index,2010-12-06,"Sir Michael Scholar, UK Statistics Authority to Professor David Hand, Royal Statistical Society",https://www.statisticsauthority.gov.uk/correspondence/retail-prices-index-and-consumer-prices-index-3/
Department for Work and Pensions Statistics,2010-11-26,"Sir Michael Scholar, UK Statistics Authority to Patrick Casey, Full Fact",https://www.statisticsauthority.gov.uk/correspondence/department-for-work-and-pensions-statistics-2/
Official Statistics – Role of the UK Statistics Authority and the Census,2010-10-14,"Sir Michael Scholar, UK Statistics Authority to Francis Maude, Cabinet Office",https://www.statisticsauthority.gov.uk/correspondence/official-statistics-role-of-the-uk-statistics-authority-and-the-census-2/
Retail Prices Index and Consumer Prices Index,2010-10-06,"Sir Michael Scholar, UK Statistics Authority to Professor David Hand, Royal Statistical Society",https://www.statisticsauthority.gov.uk/correspondence/retail-prices-index-and-consumer-prices-index-2/
2011 Census: Confidentiality,2010-10-05,"Sir Michael Scholar, UK Statistics Authority to Jill Leyland, Royal Statistical Society",https://www.statisticsauthority.gov.uk/correspondence/2011-census-confidentiality/
Department for Work and Pensions Statistics,2010-10-01,"Patrick Casey, Full Fact to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/department-for-work-and-pensions-statistics/
UK Statistics Authority – Northern Ireland,2010-09-23,"Sir Michael Scholar, UK Statistics Authority to Jennifer McCann MLA, Sammy Wilson MP MLA",https://www.statisticsauthority.gov.uk/correspondence/uk-statistics-authority-northern-ireland/
UK Statistics Authority – Scotland,2010-09-23,"Sir Michael Scholar, UK Statistics Authority to , Jim Mather MSP",https://www.statisticsauthority.gov.uk/correspondence/uk-statistics-authority-scotland/
UK Statistics Authority – Wales,2010-09-23,"Sir Michael Scholar, UK Statistics Authority to Sulafa Halstead, Jane Hutt AM",https://www.statisticsauthority.gov.uk/correspondence/uk-statistics-authority-wales/
The use made of European Agricultural Statistics,2010-08-25,"Sir Michael Scholar, UK Statistics Authority to Jean-Luc Demarty, European Commission",https://www.statisticsauthority.gov.uk/correspondence/the-use-made-of-european-agricultural-statistics/
Retail Prices Index and Consumer Prices Index,2010-08-25,"Professor David Hand, Royal Statistical Society to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/retail-prices-index-and-consumer-prices-index/
RSS Statistical Literacy Campaign,2010-08-10,"Sir Michael Scholar, UK Statistics Authority to Professor David Hand, Royal Statistical Society",https://www.statisticsauthority.gov.uk/correspondence/rss-statistical-literacy-campaign/
Pre-Release Access to Official Statistics,2010-08-06,"Sir Michael Scholar, UK Statistics Authority to Jim Mather MSP",https://www.statisticsauthority.gov.uk/correspondence/pre-release-access-to-official-statistics-2/
Management Information,2010-08-06,"Sir Michael Scholar, UK Statistics Authority to Francis Maude, Cabinet Office",https://www.statisticsauthority.gov.uk/correspondence/management-information-2/
Official Statistics – Role of the UK Statistics Authority and the Census,2010-07-27,"Francis Maude, Cabinet Office to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/official-statistics-role-of-the-uk-statistics-authority-and-the-census/
Management Information,2010-07-19,"Francis Maude, Cabinet Office to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/management-information/
Pre-Release Access to Official Statistics,2010-07-15,"Jim Mather MSP,  to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/pre-release-access-to-official-statistics/
Violent crime statistics,2010-07-14,"Sir Michael Scholar, UK Statistics Authority to",https://www.statisticsauthority.gov.uk/correspondence/violent-crime-statistics-12/
Violent crime statistics,2010-07-07," to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/violent-crime-statistics-11/
Ministerial Code: Reference to Official Statistics,2010-07-01,"Sir Michael Scholar, UK Statistics Authority to Sir Gus O'Donnell",https://www.statisticsauthority.gov.uk/correspondence/ministerial-code-reference-to-official-statistics-2/
Statistics on Employment by Government,2010-06-28,"Sir Michael Scholar, UK Statistics Authority to Francis Maude, Cabinet Office",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-employment-by-government/
Ministerial Code: Reference to Official Statistics,2010-06-25,"Sir Gus O'Donnell,  to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/ministerial-code-reference-to-official-statistics/
2011 Census,2010-05-20,"Sir Michael Scholar, UK Statistics Authority to Francis Maude, Cabinet Office",https://www.statisticsauthority.gov.uk/correspondence/2011-census-5/
Statistics on the Points Based System,2010-05-17,"Sir Michael Scholar, UK Statistics Authority to Sir Andrew Green, Migration Watch UK",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-the-points-based-system-6/
